symbol,last_date,rows
INDIAMART,2026-07-20,1748
INDIANB,2026-07-13,2484
INDIANCARD,2026-07-13,2480
INDIANHUME,2026-07-20,2491
INDIASHLTR,2026-07-20,641
INDIFRA-SM,2026-04-27,132
INDIGO,2026-07-13,2484
INDIGOPNTS,2026-07-20,1375
INDIGRID-IV,2026-04-28,270
INDIQUBE,2026-07-20,241
INDNIPPON,2026-07-20,2491
INDOAMIN,2026-06-25,310
INDOBORAX,2026-07-20,1070
INDOCO,2026-07-20,2491
INDOFARM,2026-07-15,376
INDORAMA,2026-07-20,2459
INDOSTAR,2026-07-20,2024
INDOTECH,2026-05-18,282
INDOTHAI,2026-07-20,2488
INDOUS,2026-07-15,444
INDOWIND,2026-04-28,270
INDPRUD,2026-07-20,59
INDRAMEDCO,2026-07-20,2491
INDSWFTLAB,2026-07-20,2491
INDTERRAIN,2026-07-13,2484
INDUSINDBK,2026-07-20,2491
INDUSINVIT-IV,2026-04-28,270
INDUSTOWER,2026-07-13,2484
INFINIUM-SM,2026-04-28,256
INFLUX-SM,2026-04-28,208
INFOBEAN,2026-07-20,2142
INFOLLION-SM,2026-04-28,266
INFOMEDIA,2026-07-15,1514
INFRA,2026-07-15,98
INFRABEES,2026-07-13,2483
INFRAIETF,2026-07-15,965
INFY,2026-07-13,2484
INGERRAND,2026-07-20,2491
INM-SM,2026-04-28,224
INNOMET-SM,2026-04-28,257
INNOVACAP,2026-07-20,635
INNOVANA,2026-07-15,1695
INNOVISION,2026-07-15,76
INOXGREEN,2026-07-20,908
INOXINDIA,2026-07-20,640
INOXWIND,2026-07-20,2491
INSECTICID,2026-07-20,2491
INSPIRE-ST,2026-04-28,227
INSPIRISYS-BE,2026-04-28,270
INTEGRITY-SM,2026-04-28,148
INTELLECT,2026-07-20,2491
INTENTECH,2026-07-13,2303
INTERARCH,2026-07-20,473
INTERISE-IV,2025-09-16,3
INTERNET,2026-07-15,252
INTLCONV,2026-07-15,1395
INVENTURE,2026-07-13,2484
INVICTA-SM,2026-04-28,92
INVPRECQ,2026-07-20,63
IOB,2026-07-20,2491
IOC,2026-07-13,2484
IOLCP,2026-07-20,2491
IONEXCHANG,2026-07-20,1093
IPCALAB,2026-07-20,2491
IPHL-SM,2026-04-28,264
IPL,2026-07-20,1252
IPSL-SM,2026-04-28,140
IRB,2026-07-20,2491
IRBINVIT-IV,2026-04-28,270
IRCON,2026-07-20,1934
IRCTC,2026-07-20,1682
IREDA,2026-07-20,656
IRFC,2026-07-15,1352
IRIS,2026-07-15,1162
IRISDOREME,2026-07-20,1457
IRMENERGY,2026-07-20,679
ISFT,2026-07-13,2458
ISGEC,2026-07-20,1294
ISHAN-ST,2026-04-28,242
ISHANCH,2026-07-15,323
IT,2026-07-15,1327
ITADD,2026-07-15,745
ITALIANE-ST,2026-04-28,220
ITBEES,2026-07-15,1500
ITBETA,2026-07-15,606
ITC,2026-07-13,2484
ITCHOTELS,2026-07-20,365
ITDC,2026-07-20,2366
ITETF,2026-07-15,673
ITI,2026-07-20,2491
ITIETF,2026-07-15,1464
ITTL-ST,2026-04-28,220
IVALUE,2026-07-20,200
IVC,2026-07-13,2484
IVP,2026-07-03,2474
IVZINGOLD,2026-07-13,2390
IVZINNIFTY,2026-07-15,1849
IWARE-ST,2026-04-28,243
IWP,2026-07-15,60
IXIGO,2026-07-20,520
IZMO,2026-07-20,2491
IZMO-BE,2026-04-28,270
J&KBANK,2026-07-20,2491
JAGRAN,2026-07-20,2491
JAGSNPHARM,2026-07-20,2491
JAIBALAJI,2026-05-18,282
JAICORPLTD,2026-07-20,2491
JAINAM-SM,2026-04-28,146
JAINIK-SM,2026-04-28,202
JAINREC,2026-07-20,196
JAIPURKURT,2026-07-15,1739
JAKHARIA-ST,2025-10-16,25
JALAN-SM,2026-04-28,227
JAMNAAUTO,2026-07-20,2491
JARO,2026-07-20,197
JASH,2026-07-20,2251
JAYAGROGN,2026-07-13,2484
JAYBARMARU,2026-07-20,2491
JAYBEE-ST,2026-04-28,270
JAYESH-SM,2026-04-28,113
JAYKAY,2026-07-20,154
JAYNECOIND,2026-07-20,2447
JAYSREETEA,2026-07-13,2484
JBCHEPHARM,2026-07-16,2489
JBMA,2026-07-20,2491
JETFREIGHT,2026-07-15,1132
JETKNIT-ST,2025-12-08,7
JEYYAM-SM,2026-04-28,268
JFLLIFE-SM,2026-04-28,213
JGCHEM,2026-07-20,583
JHS,2026-07-13,2484
JHS-BE,2026-04-28,270
JINDALPHOT,2026-07-20,2490
JINDALPOLY,2026-07-20,2491
JINDALSAW,2026-07-20,2491
JINDALSTEL,2026-07-13,2484
JINDRILL,2026-07-20,2491
JINDWORLD,2026-07-20,2489
JIOFIN,2026-07-15,719
JISLDVREQS,2026-07-20,2491
JISLJALEQS,2026-07-20,2491
JITFINFRA,2026-07-20,2263
JITFINFRA-BE,2026-04-28,270
JIWANRAM-SM,2026-04-21,209
JKCEMENT,2026-07-20,2491
JKIL,2026-07-20,2488
JKIPL-BE,2026-04-28,139
JKLAKSHMI,2026-07-20,2491
JKPAPER,2026-07-20,2491
JKTYRE,2026-07-20,2491
JLHL,2026-07-20,704
JMA,2026-07-13,2477
JMFINANCIL,2026-07-20,2491
JNKINDIA,2026-07-20,553
JOCIL,2026-04-28,270
JPOLYINVST,2026-07-20,2358
JPPOWER,2026-07-20,2491
JSFB,2026-07-20,603
JSL,2026-07-20,2491
JSLL,2026-07-20,1044
JSWCEMENT,2026-07-20,229
JSWDULUX,2026-07-20,2491
JSWENERGY,2026-07-20,2483
JSWHL,2026-07-20,2491
JSWINFRA,2026-07-20,695
JSWSTEEL,2026-07-13,2484
JTEKTINDIA,2026-07-20,2491
JTLIND,2026-07-20,1135
JUBLCPL,2026-07-20,352
JUBLFOOD,2026-07-20,2491
JUBLINGREA,2026-07-20,1323
JUBLPHARMA,2026-07-20,2491
JUNIORBEES,2026-07-13,2484
JUNIPER,2026-07-20,593
JUSTDIAL,2026-07-20,2491
JWL,2026-07-20,2434
JYOTHYLAB,2026-07-20,2491
JYOTICNC,2026-07-20,623
JYOTIGLOBL-ST,2026-04-28,167
JYOTISTRUC,2026-07-20,2216
K2INFRA-SM,2026-04-28,270
KABRAEXTRU,2026-07-20,2490
KAJARIACER,2026-07-20,2491
KAKATCEM,2026-04-28,270
KALAMANDIR,2026-07-20,698
KALANA-ST,2026-04-28,247
KALPATARU,2026-07-20,262
KALYANI-BE,2025-07-04,3
KALYANIFRG,2026-07-13,2409
KALYANKJIL,2026-07-20,1318
KAMAHOLD,2026-07-20,63
KAMATHOTEL,2026-07-13,2484
KAMDHENU,2026-06-18,274
KAMOPAINTS,2026-07-15,1107
KAMOPAINTS-BE,2026-04-28,270
KANANIIND,2026-07-13,2481
KANCHI,2026-04-28,7
KANDARP-SM,2026-04-28,252
KANORICHEM,2026-04-28,270
KANPRPLA,2026-07-15,1371
KANSAINER,2026-07-20,2491
KAPSTON,2026-07-20,1779
KAPSTON-BE,2026-04-28,270
KARMAENG,2026-07-13,2464
KARNIKA-SM,2026-04-28,266
KARURVYSYA,2026-07-20,2491
KATARIA-SM,2026-04-28,259
KAUSHALYA,2026-07-03,2057
KAVDEFENCE,2026-07-13,2127
KAVDEFENCE-BE,2026-04-28,270
KAYA,2026-07-13,2484
KAYNES,2026-07-20,909
KAYTEX-SM,2026-04-28,175
KCEIL-ST,2026-04-28,270
KCK-SM,2026-04-28,263
KCP,2026-07-20,2491
KCPSUGIND,2026-07-13,2484
KDDL,2026-07-20,2491
KDL-SM,2026-04-28,270
KEC,2026-07-20,2491
KECL-BE,2026-04-28,270
KEEPLEARN,2026-07-15,1123
KEI,2026-07-20,2491
KEL-SM,2026-04-28,216
KELLTONTEC,2026-07-14,2460
KEN-SM,2026-04-28,266
KENNAMET,2026-07-20,1102
KERNEX,2026-07-20,2433
KESORAMIND,2026-04-28,270
KEYFINSERV,2026-07-13,2019
KFINTECH,2026-07-20,882
KHADIM,2026-04-28,270
KHAICHEM-BE,2026-04-28,270
KHAITANLTD,2026-04-28,270
KHANDSE,2026-07-13,2125
KHFM-SM,2026-04-28,217
KICL,2026-07-20,2491
KILITCH,2026-06-25,2473
KIMS,2026-07-20,1257
KINGFA,2026-07-20,2399
KIOCL,2026-07-20,2297
KIRANVYPAR,2026-07-15,59
KIRIINDUS,2026-07-20,2491
KIRLFER,2026-07-20,1070
KIRLOSBROS,2026-07-20,2491
KIRLOSENG,2026-07-20,2491
KIRLOSIND,2026-07-20,2491
KIRLPNU,2026-07-20,804
KISSHT,2026-07-20,50
KITEX,2026-07-20,2491
KKCL,2026-07-20,2490
KKJEWELS-SM,2026-04-28,267
KKVAPOW-SM,2026-04-08,56
KLBRENG-B,2026-04-28,7
KLL-SM,2026-04-28,265
KMEW,2026-07-20,416
KMSUGAR,2026-07-13,2484
KNACK,2026-07-20,9
KNAGRI,2026-07-15,1062
KNRCON,2026-07-20,2491
KODYTECH-ST,2026-04-28,270
KOHINOOR,2026-07-13,2147
KOKUYOCMLN,2026-07-20,2491
KOLTEPATIL,2026-07-20,2491
KONSTELEC-ST,2026-04-28,260
KONTOR-SM,2026-04-28,249
KOPRAN,2026-05-29,277
KORE-SM,2026-04-28,255
KOTAKBANK,2026-07-13,2484
KOTARISUG,2026-07-13,2458
KOTHARIPET,2026-07-16,2487
KOTHARIPRO,2026-07-13,2484
KOTIC,2026-07-20,63
KOTYARK,2026-04-28,270
KOVAI,2026-07-20,959
KPEL,2026-07-20,416
KPIGREEN,2026-07-20,1237
KPIL,2026-07-20,2491
KPITTECH,2026-07-20,1798
KPL,2026-07-20,63
KPRMILL,2026-07-20,2491
KRBL,2026-07-20,2491
KREBSBIO,2026-07-13,2350
KREBSBIO-BE,2026-04-28,270
KRIDHANINF,2026-04-28,270
KRISHANA,2026-07-20,2015
KRISHCA-SM,2026-04-28,270
KRISHIVAL,2026-07-20,802
KRISHNADEF,2026-07-20,1054
KRISHPP-E1,2026-04-28,66
KRITI,2026-04-28,270
KRITIKA,2026-07-15,1042
KRITINUT-BE,2026-04-28,270
KRMAYURVED-SM,2026-04-28,60
KRN,2026-05-18,282
KRONOX,2026-07-15,520
KROSS,2026-07-20,458
KRSNAA,2026-07-20,1223
KRT-RR,2026-04-28,171
KRYSTAL,2026-07-20,577
KSB,2026-07-20,2491
KSCL,2026-07-20,2491
KSHINTL,2026-07-20,140
KSHITIJPOL-BE,2026-04-28,270
KSL,2026-07-20,2491
KSOLVES,2026-07-15,1428
KSR,2026-07-15,155
KSR-BE,2026-04-28,102
KTKBANK,2026-07-20,2491
KUANTUM,2026-07-15,1671
KUSUMGAR,2026-07-20,4
KWIL,2026-07-20,103
LAGNAM,2026-07-15,1598
LAHOTIOV,2026-07-15,59
LAKPRE-BZ,2026-04-27,228
LAKSHYA-ST,2026-04-28,268
LAL,2026-07-15,809
LALPATHLAB,2026-07-20,2491
LAMBODHARA,2026-07-13,2484
LAMOSAIC-SM,2026-04-28,266
LANCORHOL,2026-07-15,579
LANCORHOL-BE,2026-04-28,270
LANDMARK,2026-07-20,886
LANDSMILL,2026-07-13,2482
LAOPALA,2026-07-20,2491
LASA,2026-07-13,2147
LASA-BE,2026-04-28,270
LASERPOWER,2026-07-20,3
LATENTVIEW,2026-07-20,1173
LATTEYS,2026-04-28,270
LAURUSLABS,2026-07-20,2375
LAXMICOT,2026-07-15,1605
LAXMICOT-BE,2026-04-28,270
LAXMIDENTL,2026-07-20,372
LAXMIINDIA,2026-04-28,179
LCCINFOTEC,2026-07-15,1617
LCCINFOTEC-BE,2026-04-28,252
LEMERITE,2026-07-15,1026
LEMONTREE,2026-07-20,2053
LENSKART,2026-07-20,171
LEXUS,2026-07-15,1837
LEXUS-BE,2026-04-28,264
LFIC,2026-07-13,2283
LGBBROSLTD,2026-07-20,2491
LGEINDIA,2026-07-15,185
LGHL,2026-07-20,795
LIBAS,2026-07-13,2102
LIBERTSHOE,2026-07-13,2484
LICHSGFIN,2026-07-20,2491
LICI,2026-07-15,1033
LICMFGOLD,2026-07-13,2471
LICNETFGSC,2026-07-13,2425
LICNETFN50,2026-07-13,2373
LICNETFSEN,2026-07-15,1923
LICNFNHGP,2026-07-13,2092
LICNMID100,2026-07-15,595
LIKHITHA,2026-07-20,276
LIKHITHA-BE,2026-04-28,270
LINC,2026-07-13,2483
LINCOLN,2026-07-20,2491
LINDEINDIA,2026-07-20,2491
LIQGRWBEES,2026-07-15,239
LIQUID,2026-07-15,733
LIQUID1,2026-07-15,892
LIQUIDADD,2026-07-15,565
LIQUIDBEES,2026-07-13,2484
LIQUIDBETF,2026-07-15,524
LIQUIDCASE,2026-07-15,612
LIQUIDETF,2026-07-13,2057
LIQUIDIETF,2026-07-15,1913
LIQUIDPLUS,2026-07-15,412
LIQUIDSBI,2026-07-15,667
LIQUIDSHRI,2026-07-15,500
LLOYDS-ST,2026-04-28,229
LLOYDSENGG,2026-07-20,2478
LLOYDSENT,2026-07-20,436
LLOYDSME,2026-07-10,738
LMW,2026-07-20,2491
LODHA,2026-07-10,1299
LOKESHMACH-BE,2026-04-28,270
LORDSCHLO,2026-07-15,714
LOTUSDEV,2026-07-20,235
LOTUSEYE,2026-07-13,2460
LOVABLE,2026-07-13,2484
LOWVOL,2026-07-15,797
LOWVOL1,2026-07-15,1065
LOWVOLIETF,2026-07-13,2124
LOYALTEX-BE,2026-04-28,270
LPDC,2026-07-13,2479
LPDC-BE,2026-04-28,270
LRRPL-SM,2026-04-28,220
LT,2026-07-13,2484
LTF,2026-07-20,2491
LTFOODS,2026-07-20,2491
LTGILTBEES,2026-07-13,2271
LTGILTCASE,2026-07-15,222
LTM,2026-07-13,2468
LTTS,2026-07-20,2432
LUMAXIND,2026-07-20,2491
LUMAXTECH,2026-07-20,2491
LUPIN,2026-07-13,2484
LUXIND,2026-07-20,2491
LXCHEM,2026-07-20,1319
LYKALABS,2026-06-25,2473
LYKALABS-BE,2026-04-28,270
LYPSAGEMS,2026-07-13,2458
M&M,2026-07-13,2484
M&MFIN,2026-07-20,2491
M&MFIN-N3,2026-04-28,171
MAANALU,2026-07-13,2485
MACOBSTECH-SM,2026-04-28,247
MACPOWER,2026-07-20,1904
MADHAV,2026-07-13,2484
MADHAVBAUG-SM,2026-04-28,241
MADHAVIPL,2026-07-15,60
MADHUCON-BE,2026-04-28,270
MADHUSUDAN-SM,2026-04-28,264
MADRASFERT,2026-07-20,2491
MAFANG,2026-07-15,1283
MAFATIND,2026-07-20,63
MAGADSUGAR,2026-07-13,2190
MAGNUM,2026-07-13,2466
MAGNUM-BE,2026-04-28,270
MAGSON-ST,2026-04-27,219
MAHABANK,2026-07-20,2491
MAHAPEXLTD,2026-07-15,1947
MAHASTEEL,2026-07-20,2487
MAHASTEEL-BE,2026-04-28,270
MAHEPC,2026-07-15,1590
MAHESHWARI,2026-04-28,270
MAHICKRA-ST,2026-04-28,236
MAHKTECH,2026-07-15,1139
MAHLIFE,2026-07-20,2491
MAHLOG,2026-07-20,2153
MAHSCOOTER,2026-07-20,2488
MAHSEAMLES,2026-07-20,2491
MAITHANALL,2026-07-20,2491
MAITREYA-SM,2026-04-28,242
MAJESAUT,2026-07-15,60
MAKEINDIA,2026-07-15,1102
MAKS-SM,2026-04-23,97
MAL-SM,2026-04-28,249
MALLCOM,2026-07-15,1267
MALUPAPER,2026-07-13,2482
MAMATA,2026-07-20,388
MANAKALUCO,2026-07-13,2484
MANAKCOAT,2026-07-20,2483
MANAKSIA,2026-07-13,2484
MANAKSTEEL-BE,2026-04-28,270
MANALIPETC,2026-07-20,2491
MANAPPURAM,2026-07-20,2491
MANAV-ST,2026-04-28,123
MANBA,2026-07-15,443
MANCREDIT,2026-07-15,474
MANDEEP-SM,2026-04-24,170
MANGALAM,2026-07-13,2484
MANGALAM-BE,2026-04-28,270
MANGLMCEM,2026-07-20,2491
MANILAM-SM,2026-04-28,36
MANINDS,2026-07-20,2491
MANINFRA,2026-07-20,2491
MANKIND,2026-07-15,792
MANOMAY,2026-07-15,856
MANORAMA,2026-07-20,1005
MANORG,2026-04-28,270
MANUFGBEES,2026-07-15,216
MANUGRAPH,2026-04-28,269
MANYAVAR,2026-07-20,1097
MAPMYINDIA,2026-07-20,1137
MARALOVER,2026-04-28,270
MARATHON,2026-07-20,2428
MARC-ST,2026-04-28,82
MARCO-SM,2026-04-28,256
MARICO,2026-07-13,2484
MARINE,2026-07-20,1562
MARINETRAN-SM,2026-04-13,124
MARKOLINES,2026-07-15,185
MARKSANS,2026-07-20,2491
MARSONS,2026-07-20,85
MARUSHIKA-SM,2026-04-28,35
MARUTI,2026-07-13,2484
MASFIN,2026-07-20,2168
MASKINVEST,2026-04-28,261
MASON-SM,2026-04-28,268
MASPTOP50,2026-07-15,1191
MASTEK,2026-07-20,2491
MASTER-SM,2026-04-28,192
MASTERTR,2026-07-20,418
MATRIMONY,2026-07-20,2186
MAWANASUG,2026-04-28,270
MAXESTATES,2026-07-20,677
MAXHEALTH,2026-07-15,1464
MAXIND,2026-07-20,1463
MAXPOSURE-SM,2026-04-28,254
MAXVOLT-SM,2026-04-28,270
MAYASHEEL-SM,2026-04-28,178
MAYURUNIQ,2026-07-20,2491
MAZDA,2026-07-03,2393
MAZDOCK,2026-07-20,1435
MBAPL,2026-07-20,2050
MBEL,2026-07-20,235
MBLINFRA-BE,2026-04-28,270
MCCHRLS-B,2026-04-28,7
MCL,2026-07-13,2099
MCL-BE,2026-04-28,270
MCLEODRUSS-BE,2026-04-28,270
MCLOUD,2026-07-20,357
MCON-SM,2026-04-28,248
MCX,2026-07-20,2491
MDL-SM,2026-04-28,186
MEDANTA,2026-07-20,919
MEDIASSIST,2026-07-20,618
MEDICAMEQ,2026-07-15,1169
MEDICO,2026-07-15,1026
MEDIORG-SM,2026-04-28,240
MEDISTEP-ST,2026-04-28,139
MEDPLUS,2026-07-20,1135
MEESHO,2026-07-20,149
MEGAFLEX-ST,2026-04-24,186
MEGASTAR,2026-07-15,1092
MEGATHERM-SM,2026-04-28,270
MEIL-BE,2026-04-28,164
MENNPIS,2026-07-15,60
MENONBE,2026-06-25,296
MEP-BZ,2026-04-28,270
MERCANTILE,2026-07-15,60
METAL,2026-07-15,437
METALIETF,2026-07-15,472
METROBRAND,2026-07-20,1136
METROGLOBL,2026-07-15,60
METROPOLIS,2026-07-20,1801
MFML,2026-07-15,467
MFSL,2026-07-20,2491
MGEL,2026-04-28,270
MGL,2026-07-20,2488
MGSL-SM,2026-04-28,126
MHHL-SM,2026-04-28,219
MHLXMIRU,2026-07-15,1106
MHRIL,2026-07-20,2491
MICEL,2026-07-02,1053
MICROPRO-SM,2026-04-24,207
MID150,2026-07-15,319
MID150BEES,2026-07-15,1841
MID150CASE,2026-07-15,514
MIDCAP,2026-07-15,1100
MIDCAPADD,2026-07-15,140
MIDCAPBETA,2026-07-15,707
MIDCAPETF,2026-07-15,1074
MIDCAPIETF,2026-07-15,1604
MIDHANI,2026-07-20,2056
MIDQ50ADD,2026-07-15,1125
MIDSELIETF,2026-07-13,2484
MIDSMALL,2026-07-15,529
MIDWESTLTD,2026-07-20,181
MIEL-SM,2026-04-28,249
MILTON-SM,2026-04-16,59
MINDACORP,2026-07-20,2491
MINDPOOL-SM,2025-09-11,19
MINDSPACE-RR,2026-04-28,270
MINDTECK,2026-07-13,2433
MIRCELECTR,2026-05-18,282
MIRZAINT,2026-07-13,2484
MITCON,2026-04-28,270
MITTAL,2026-07-15,1838
MKPL,2026-07-15,1334
MMEL-SM,2026-04-27,178
MMFL,2026-07-20,2491
MMP,2026-07-15,1870
MMTC,2026-07-20,2491
MMWL,2026-05-18,20
MNC,2026-07-15,970
MOALPHA50,2026-07-15,250
MOBANK10,2026-07-15,65
MOBIKWIK,2026-07-20,394
MOBILISE-ST,2026-04-28,37
MOCAPITAL,2026-07-15,329
MODEFENCE,2026-07-15,467
MODINATUR,2026-04-28,92
MODIRUBBER,2026-07-15,1826
MODIS,2026-07-15,164
MODISONLTD,2026-05-29,273
MODTHREAD,2026-07-15,585
MOENERGY,2026-07-15,183
MOGOLD,2026-07-15,235
MOGSEC,2026-07-15,1382
MOHEALTH,2026-07-15,976
MOHITIND,2026-07-13,2389
MOIL,2026-07-20,2491
MOINFRA,2026-07-15,286
MOIPO,2026-07-15,159
MOKSH,2026-07-15,1278
MOL,2026-07-20,1221
MOLDTECH,2026-07-13,2478
MOLDTKPAC,2026-07-20,2491
MOLOWVOL,2026-07-15,1189
MOM100,2026-07-13,2484
MOM30IETF,2026-07-15,973
MOM50,2026-07-13,2484
MOMENTUM,2026-07-15,966
MOMENTUM30,2026-07-15,182
MOMENTUM50,2026-07-15,443
MOMGF,2026-07-15,279
MOMIDMTM,2026-07-15,255
MOMNC,2026-07-15,149
MOMOMENTUM,2026-07-15,1091
MON100,2026-07-13,2483
MON50EQUAL,2026-07-15,295
MONARCH,2026-07-20,1125
MONEXT50,2026-07-15,291
MONEYBOXX,2026-07-15,184
MONIFTY100,2026-07-15,183
MONIFTY500,2026-07-15,687
MONOLITH-SM,2026-04-28,212
MONOPHARMA-SM,2026-04-27,176
MONQ50,2026-07-15,1126
MONTECARLO,2026-07-20,2491
MOPSE,2026-07-15,272
MOQUALITY,2026-07-15,917
MOREALTY,2026-07-15,572
MOREPENLAB,2026-07-20,2491
MOS-SM,2026-04-28,270
MOSCHIP,2026-07-20,359
MOSERVICE,2026-07-15,155
MOSILVER,2026-07-15,224
MOSMALL250,2026-07-15,572
MOTHERSON,2026-07-13,2484
MOTILALOFS,2026-07-20,2491
MOTISONS,2026-07-20,638
MOTOGENFIN,2026-04-28,270
MOTOUR,2026-07-15,270
MOVALUE,2026-07-15,958
MOXSH-ST,2026-04-01,146
MPEL-SM,2026-04-28,126
MPHASIS,2026-07-20,2491
MPSLTD,2026-07-20,2491
MPTODAY-SM,2026-04-28,76
MRF,2026-07-20,2491
MRIL-SM,2026-04-28,157
MRPL,2026-07-20,2491
MSCI360,2026-07-15,32
MSCIADD,2026-07-15,151
MSCIINDIA,2026-07-15,339
MSPL,2026-07-20,2491
MSTCLTD,2026-07-20,1812
MSUMI,2026-07-20,1071
MTARTECH,2026-06-24,309
MTEDUCARE-BE,2026-04-28,270
MTNL,2026-07-20,2491
MUFIN,2026-07-20,672
MUFTI,2026-07-15,632
MUKANDLTD,2026-07-20,2491
MUKKA,2026-07-15,581
MUKTAARTS,2026-04-28,270
MULTICAP,2026-07-15,460
MUNISH-SM,2026-04-28,133
MUNJALAU,2026-07-20,2491
MUNJALSHOW,2026-07-13,2484
MURUDCERA,2026-07-13,2484
MUTHOOTCAP,2026-07-13,2484
MUTHOOTFIN,2026-07-13,2484
MUTHOOTMF,2026-07-20,638
MVGJL,2026-07-16,687
MVKAGRO-SM,2026-04-28,270
MWL,2026-07-20,938
MYMUDRA-SM,2026-04-28,257
NACLIND,2026-07-20,2300
NAGAFERT-BZ,2026-04-28,270
NAGREEKCAP-BE,2026-04-28,270
NAGREEKEXP,2026-07-13,2483
NAHARCAP,2026-07-13,2484
NAHARINDUS,2026-07-13,2484
NAHARPOLY,2026-07-13,2484
NAHARSPING-BE,2026-04-28,270
NAM-INDIA,2026-04-28,270
NAMAN-SM,2026-04-28,259
NAMOEWASTE-SM,2026-04-28,270
NARMADA,2026-07-15,921
NATCAPSUQ,2026-07-15,347
NATCOPHARM,2026-07-20,2491
NATHBIOGEN,2026-07-13,2484
NATIONALUM,2026-07-20,2491
NATIONSTD,2026-07-20,62
NAUKRI,2026-07-20,2491
NAVA,2026-07-20,2491
NAVINFLUOR,2026-07-20,2491
NAVKARCORP,2026-07-20,2491
NAVKARURB,2026-04-28,270
NAVNETEDUL,2026-07-20,2491
NAZARA,2026-07-20,1317
NBCC,2026-07-20,2491
NBIFIN,2026-07-13,2354
NCC,2026-07-20,2491
NCLIND,2026-07-20,2490
NDGL,2026-07-13,2405
NDL,2026-07-13,2484
NDLVENTURE,2026-07-13,2484
NDRAUTO,2026-07-20,1479
NDRINVIT-IV,2026-04-28,79
NDTV,2026-07-20,2491
NEAGI,2026-07-15,39
NECCLTD,2026-06-25,2473
NECLIFE,2026-04-28,270
NEELAM-SM,2026-04-28,197
NELCAST,2026-07-20,2491
NELCO,2026-07-20,2491
NEOCHEM-SM,2026-04-28,88
NEOGEN,2026-07-20,1788
NEPHROCARE-SM,2026-04-28,269
NEPHROPLUS,2026-07-20,144
NEPTUNE-ST,2026-04-28,217
NESCO,2026-07-20,2491
NESTLEIND,2026-07-13,2484
NETF,2026-07-15,1801
NETWEB,2026-07-20,740
NETWORK18,2026-07-20,2491
NEULANDLAB,2026-07-20,2491
NEWGEN,2026-07-20,2099
NEWJAISA-ST,2026-04-28,260
NEXT30ADD,2026-07-15,354
NEXT50,2026-07-15,1601
NEXT50ADD,2026-07-15,125
NEXT50BETA,2026-07-13,2207
NEXT50ETF,2026-07-15,122
NEXT50IETF,2026-07-15,1944
NEXTMEDIA,2026-07-13,2396
NFL,2026-07-20,2491
NGIL,2026-04-28,270
NGLFINE,2026-07-20,1000
NH,2026-07-20,2491
NHIT-IV,2026-04-27,177
NHPC,2026-07-20,2491
NIACL,2026-07-20,2152
NIBE,2026-07-20,357
NIBL,2026-07-13,2440
NIDAN-SM,2026-04-28,252
NIDOZC26-N7,2026-04-28,69
NIF100BEES,2026-07-13,2450
NIF100IETF,2026-07-13,2484
NIFTY 100,2026-04-28,270
NIFTY 200,2026-04-28,270
NIFTY 50,2026-07-20,2491
NIFTY 500,2026-04-28,270
NIFTY ALPHA 50,2026-04-28,270
NIFTY ALPHALOWVOL,2026-04-28,270
NIFTY AQL 30,2026-04-28,270
NIFTY AQLV 30,2026-04-28,270
NIFTY AUTO,2026-04-28,270
NIFTY BANK,2026-04-28,270
NIFTY CAPITAL MKT,2026-04-28,270
NIFTY CHEMICALS,2026-04-28,105
NIFTY COMMODITIES,2026-04-28,270
NIFTY CONSR DURBL,2026-04-28,270
NIFTY CONSUMPTION,2026-04-28,270
NIFTY CORE HOUSING,2026-04-28,1
NIFTY CORP MAATR,2026-04-28,270
NIFTY CPSE,2026-04-28,270
NIFTY DIV OPPS 50,2026-04-28,270
NIFTY ENERGY,2026-04-28,270
NIFTY EV,2026-04-28,270
NIFTY FIN SERVICE,2026-04-28,270
NIFTY FINSEREXBNK,2026-04-28,270
NIFTY FINSRV25 50,2026-04-28,270
NIFTY FMCG,2026-04-28,270
NIFTY FPI 150,2026-04-28,270
NIFTY GROWSECT 15,2026-04-28,270
NIFTY GS 10YR,2026-04-28,270
NIFTY GS 10YR CLN,2026-04-28,270
NIFTY GS 11 15YR,2026-04-28,270
NIFTY GS 15YRPLUS,2026-04-28,270
NIFTY GS 4 8YR,2026-04-28,270
NIFTY GS 8 13YR,2026-04-28,270
NIFTY GS COMPSITE,2026-04-28,270
NIFTY HEALTHCARE,2026-04-28,270
NIFTY HIGHBETA 50,2026-04-28,270
NIFTY HOUSING,2026-04-28,270
NIFTY IND DEFENCE,2026-04-28,270
NIFTY IND DIGITAL,2026-04-28,270
NIFTY IND TOURISM,2026-04-28,270
NIFTY INDIA MFG,2026-04-28,270
NIFTY INFRA,2026-04-28,270
NIFTY INFRALOG,2026-04-28,105
NIFTY INTERNET,2026-04-28,270
NIFTY IPO,2026-04-28,270
NIFTY IT,2026-04-28,270
NIFTY LARGEMID250,2026-04-28,270
NIFTY LOW VOL 50,2026-04-28,270
NIFTY M150 QLTY50,2026-04-28,270
NIFTY MEDIA,2026-04-28,270
NIFTY METAL,2026-04-28,270
NIFTY MICROCAP250,2026-04-28,270
NIFTY MID LIQ 15,2026-04-28,270
NIFTY MID SELECT,2026-04-28,270
NIFTY MIDCAP 100,2026-04-28,270
NIFTY MIDCAP 150,2026-04-28,270
